id,overture_height_m,analysis_height_m,height_source,height_confidence,height_uncertainty_m,num_floors,roof_shape,roof_height,has_parts,footprint_area_m2,building_uid,nearest_canopy_distance_m,mean_roof_canopy_distance_m,canopy_overlap_pct,building_raster_pixels,distance_sampling_method,roof_area_m2,facade_area_m2,envelope_area_m2,roof_shaded_0900_m2,roof_exposed_0900_m2,facade_sunfacing_0900_m2,facade_shaded_0900_m2,facade_direct_0900_m2,tree_shaded_0900_m2,direct_sun_0900_m2,exposure_fraction_0900,solar_index_0900,tree_shade_fraction_0900,roof_shaded_1200_m2,roof_exposed_1200_m2,facade_sunfacing_1200_m2,facade_shaded_1200_m2,facade_direct_1200_m2,tree_shaded_1200_m2,direct_sun_1200_m2,exposure_fraction_1200,solar_index_1200,tree_shade_fraction_1200,roof_shaded_1500_m2,roof_exposed_1500_m2,facade_sunfacing_1500_m2,facade_shaded_1500_m2,facade_direct_1500_m2,tree_shaded_1500_m2,direct_sun_1500_m2,exposure_fraction_1500,solar_index_1500,tree_shade_fraction_1500,roof_shaded_1800_m2,roof_exposed_1800_m2,facade_sunfacing_1800_m2,facade_shaded_1800_m2,facade_direct_1800_m2,tree_shaded_1800_m2,direct_sun_1800_m2,exposure_fraction_1800,solar_index_1800,tree_shade_fraction_1800,mean_exposure_fraction,mean_solar_exposure_index,mean_tree_shade_fraction,roof_raster_available
dddfc9bd-a49e-43ab-8b1f-5e03315b10fa,8.5836,8.5836,overture_height,provided,,,gabled,,False,102.2848,1,0.0,0.51,60.4,101,pixel_centre,102.2848,450.1441,552.4289,51.6389,50.6459,129.6729,119.0187,10.6542,170.6576,61.3001,0.111,0.057,0.7357,0.0,102.2848,298.2441,173.3698,124.8743,173.3698,227.1591,0.4112,0.2106,0.4329,0.9931,101.2917,190.728,97.4218,93.3062,98.4149,194.598,0.3523,0.2375,0.3359,47.6667,54.6181,320.4712,263.6317,56.8395,311.2984,111.4576,0.2018,0.0724,0.7364,0.269,0.1444,0.5602,True
84fd0d81-4816-40e1-937d-0f372d4abaf1,8.1809,8.1809,overture_height,provided,,,gabled,,False,245.4045,2,0.0,0.3,75.1,245,pixel_centre,245.4045,549.1847,794.5893,206.3401,39.0644,274.5924,262.2896,12.3028,468.6297,51.3672,0.0646,0.0344,0.9012,145.2394,100.1651,274.5924,256.3189,18.2735,401.5583,118.4386,0.1491,0.1076,0.7722,108.1783,137.2262,274.5925,216.6265,57.966,324.8048,195.1922,0.2457,0.1728,0.6246,141.2328,104.1717,274.5923,244.5177,30.0746,385.7505,134.2463,0.169,0.0601,0.7418,0.1571,0.0937,0.76,True
29255969-6819-4043-b54e-d62282cd9f05,7.4116,7.4116,overture_height,provided,,,gabled,,False,257.5928,3,0.0,0.68,58.53,258,pixel_centre,257.5928,565.0713,822.6641,224.6449,32.9479,282.5198,280.7489,1.7709,505.3938,34.7188,0.0422,0.0201,0.9357,47.9242,209.6686,282.5198,217.9332,64.5866,265.8575,274.2552,0.3334,0.2358,0.4922,76.8785,180.7143,282.4638,269.1177,13.3461,345.9962,194.0604,0.2359,0.176,0.6407,71.8864,185.7064,282.5515,182.1578,100.3937,254.0442,286.1001,0.3478,0.1052,0.4703,0.2398,0.1343,0.6347,True
274ae6fd-38fc-436c-8d28-b9db0ded7422,9.5071,9.5071,overture_height,provided,,,gabled,,False,59.0161,4,0.0,0.13,88.14,59,pixel_centre,59.0161,345.5409,404.557,59.0161,0.0,98.0755,98.0755,0.0,157.0917,0.0,0.0,0.0,1.0,17.0046,42.0115,237.0413,187.9316,49.1098,204.9362,91.1212,0.2252,0.1133,0.6922,17.0046,42.0115,144.1538,114.2531,29.9007,131.2577,71.9122,0.1778,0.1223,0.646,44.012,15.0041,247.4654,228.054,19.4113,272.0661,34.4154,0.0851,0.0308,0.8877,0.122,0.0666,0.8065,True
382cd2a1-96d9-4a72-94f7-7e0f1e27e898,8.522,8.522,overture_height,provided,,,gabled,,False,237.073,5,0.0,0.5,62.18,238,pixel_centre,237.073,644.756,881.829,196.2327,40.8403,322.427,322.427,0.0,518.6597,40.8403,0.0463,0.0213,0.927,81.6806,155.3924,322.427,290.7943,31.6327,372.475,187.0251,0.2121,0.1569,0.6657,88.6534,148.4197,322.2536,289.9006,32.3531,378.5539,180.7727,0.205,0.1497,0.6768,166.3495,70.7235,322.3289,321.7067,0.6223,488.0562,71.3457,0.0809,0.0264,0.8725,0.1361,0.0886,0.7855,True
49a5e43e-04aa-46c3-903b-0cc3cb944835,10.702,10.702,overture_height,provided,,,gabled,,False,403.7008,6,0.0,0.5,69.58,401,pixel_centre,403.7008,1232.7956,1636.4965,323.162,80.5388,616.4928,610.3054,6.1874,933.4674,86.7262,0.053,0.0255,0.915,144.9699,258.7309,616.4928,451.8907,164.602,596.8606,423.333,0.2587,0.1609,0.585,163.0911,240.6097,616.3494,524.0444,92.305,687.1355,332.9147,0.2034,0.1295,0.6736,367.4584,36.2425,616.3029,616.3029,0.0,983.7612,36.2425,0.0221,0.0072,0.9645,0.1343,0.0808,0.7845,True
58abcc19-2978-4846-8b97-275bda7ae6ed,3.0892,3.0892,overture_height,provided,,,gabled,,False,12.1817,7,0.0,0.0,100.0,12,pixel_centre,12.1817,43.4876,55.6693,12.1817,0.0,21.7438,21.7438,0.0,33.9255,0.0,0.0,0.0,1.0,12.1817,0.0,21.7438,21.7438,0.0,33.9255,0.0,0.0,0.0,1.0,12.1817,0.0,21.7438,21.7438,0.0,33.9255,0.0,0.0,0.0,1.0,12.1817,0.0,21.7438,21.7438,0.0,33.9255,0.0,0.0,0.0,1.0,0.0,0.0,1.0,True
40d8d61c-b8ce-4e36-8908-ba3f4f4ecde7,7.6314,7.6314,overture_height,provided,,,gabled,,False,219.7589,8,0.0,0.76,48.87,221,pixel_centre,219.7589,563.3396,783.0986,219.7589,0.0,281.6574,281.6574,0.0,501.4164,0.0,0.0,0.0,1.0,44.7473,175.0116,281.6113,171.4136,110.1977,216.1609,285.2093,0.3642,0.2349,0.4311,38.781,180.9779,281.6822,80.4666,201.2156,119.2476,382.1936,0.4881,0.2684,0.2378,43.7529,176.006,281.6822,119.8258,161.8564,163.5787,337.8624,0.4314,0.2116,0.3262,0.3209,0.1787,0.4988,True
98d30050-b4b3-4066-ac2c-304cfaab55ee,3.11,3.11,overture_height,provided,,,gabled,,False,13.904,9,0.0,0.06,94.12,17,pixel_centre,13.904,50.8229,64.7269,13.904,0.0,25.4114,25.4114,0.0,39.3155,0.0,0.0,0.0,1.0,13.904,0.0,25.4114,25.4114,0.0,39.3155,0.0,0.0,0.0,1.0,13.0862,0.8179,25.4114,22.7889,2.6225,35.8751,3.4404,0.0532,0.03,0.9125,13.904,0.0,25.4114,25.4114,0.0,39.3155,0.0,0.0,0.0,1.0,0.0133,0.0075,0.9781,True
b94a3653-4c2f-4068-840b-464cdca25a3f,12.2641,12.2641,overture_height,provided,,,gabled,,False,270.6855,10,0.0,2.04,32.22,270,pixel_centre,270.6855,870.4363,1141.1218,0.0,270.6855,435.279,288.2064,147.0726,288.2064,417.7581,0.3661,0.189,0.4082,0.0,270.6855,435.279,142.7198,292.5592,142.7198,563.2447,0.4936,0.2945,0.2022,0.0,270.6855,435.2628,98.1685,337.0944,98.1685,607.7799,0.5326,0.3151,0.1391,0.0,270.6855,435.1574,198.479,236.6783,198.479,507.3638,0.4446,0.1933,0.2812,0.4592,0.248,0.2577,True
a1bfd194-23b3-400e-9b10-d11ea07d4566,7.8667,7.8667,overture_height,provided,,,gabled,,False,5.1899,11,0.0,0.0,100.0,5,pixel_centre,5.1899,87.1234,92.3133,5.1899,0.0,22.9735,22.9735,0.0,28.1634,0.0,0.0,0.0,1.0,5.1899,0.0,59.1628,59.1628,0.0,64.3527,0.0,0.0,0.0,1.0,5.1899,0.0,36.1893,36.1893,0.0,41.3792,0.0,0.0,0.0,1.0,5.1899,0.0,64.1499,64.1499,0.0,69.3398,0.0,0.0,0.0,1.0,0.0,0.0,1.0,True
453606a8-6a28-4e87-9098-6a0afac5d9d8,5.1774,5.1774,overture_height,provided,,,gabled,,False,6.8726,12,0.0,0.0,100.0,7,pixel_centre,6.8726,66.106,72.9787,6.8726,0.0,17.2082,17.2082,0.0,24.0809,0.0,0.0,0.0,1.0,6.8726,0.0,44.6949,44.6949,0.0,51.5675,0.0,0.0,0.0,1.0,6.8726,0.0,27.4867,27.4867,0.0,34.3593,0.0,0.0,0.0,1.0,6.8726,0.0,48.8978,48.8978,0.0,55.7704,0.0,0.0,0.0,1.0,0.0,0.0,1.0,True
9f60eae6-fb01-4a9a-ae7e-5aaa70793f92,6.98,6.98,overture_height,provided,,,gabled,,False,269.3889,13,0.0,0.96,52.79,269,pixel_centre,269.3889,523.2769,792.6658,163.2357,106.1532,261.6813,246.034,15.6474,409.2696,121.8006,0.1537,0.0682,0.7707,102.1475,167.2414,261.6813,181.3385,80.3428,283.486,247.5843,0.3123,0.209,0.5338,102.1475,167.2414,261.7306,173.7367,87.9939,275.8841,255.2354,0.322,0.2142,0.5194,147.2125,122.1764,261.5956,218.9621,42.6335,366.1747,164.8098,0.2079,0.0996,0.6896,0.249,0.1477,0.6284,True
856c6f68-eb6b-48cf-9a1b-563e709d2dd8,7.6527,7.6527,overture_height,provided,,,gabled,,False,235.1578,14,0.0,2.56,14.77,237,pixel_centre,235.1578,504.0047,739.1625,1.9845,233.1734,180.8269,117.8416,62.9853,119.8261,296.1587,0.4007,0.2021,0.2881,0.0,235.1578,271.5982,85.4018,186.1964,85.4018,421.3542,0.57,0.3505,0.1685,0.0,235.1578,238.626,39.2362,199.3898,39.2362,434.5477,0.5879,0.3833,0.0828,127.9973,107.1605,238.626,91.7667,146.8593,219.764,254.0198,0.3437,0.136,0.4638,0.4756,0.268,0.2508,True
3a278c3b-3ea0-4f6d-a698-3178aa6b2c25,2.1022,2.1022,overture_height,provided,,,gabled,,False,9.5802,15,0.0,0.0,100.0,9,pixel_centre,9.5802,26.0284,35.6086,9.5802,0.0,13.0048,13.0048,0.0,22.585,0.0,0.0,0.0,1.0,9.5802,0.0,13.0048,13.0048,0.0,22.585,0.0,0.0,0.0,1.0,9.5802,0.0,13.0054,13.0054,0.0,22.5856,0.0,0.0,0.0,1.0,9.5802,0.0,13.0054,13.0054,0.0,22.5856,0.0,0.0,0.0,1.0,0.0,0.0,1.0,True
d7d893a5-a296-45e9-a496-abc0ae646f32,7.6923,7.6923,overture_height,provided,,,gabled,,False,120.0722,16,0.0,1.73,19.83,116,pixel_centre,120.0722,413.3018,533.374,59.523,60.5492,106.6035,101.3011,5.3024,160.8241,65.8516,0.1235,0.0608,0.7095,12.3151,107.7571,232.5319,55.8708,176.661,68.1859,284.4182,0.5332,0.2743,0.1934,23.6039,96.4683,188.6451,76.5666,112.0785,100.1705,208.5467,0.391,0.2588,0.3245,77.9956,42.0766,188.6451,95.8609,92.7841,173.8566,134.8607,0.2528,0.0936,0.5632,0.3251,0.1719,0.4476,True
2dcf67d6-9218-4dca-994f-9e8306f98125,7.4656,7.4656,overture_height,provided,,,gabled,,False,178.1464,17,0.0,0.29,75.14,177,pixel_centre,178.1464,464.5169,642.6633,178.1464,0.0,232.2874,232.2874,0.0,410.4338,0.0,0.0,0.0,1.0,90.5829,87.5635,232.2874,206.2757,26.0118,296.8586,113.5752,0.1767,0.1285,0.7233,122.7902,55.3562,232.2941,224.488,7.8061,347.2782,63.1623,0.0983,0.0727,0.8461,178.1464,0.0,232.2941,232.2941,0.0,410.4405,0.0,0.0,0.0,1.0,0.0688,0.0503,0.8923,True
bfd931fb-26c4-4331-b6ac-b3bd9e43914b,9.8165,9.8165,overture_height,provided,,,gabled,,False,213.8238,18,0.0,1.43,37.21,215,pixel_centre,213.8238,755.9427,969.7665,41.7702,172.0535,377.9915,77.8989,300.0927,119.6691,472.1462,0.4869,0.2515,0.2022,40.7757,173.0481,377.9915,65.2091,312.7824,105.9848,485.8305,0.501,0.2743,0.1791,49.7265,164.0973,378.0671,127.1988,250.8683,176.9253,414.9656,0.4279,0.2234,0.2989,199.9004,13.9234,377.9512,375.239,2.7121,575.1394,16.6355,0.0172,0.0073,0.9719,0.3582,0.1891,0.413,True
fed2f30b-39e2-4087-9667-00fcbd16ca74,11.2476,11.2476,overture_height,provided,,,gabled,,False,190.1261,19,0.0,0.95,47.87,188,pixel_centre,190.1261,706.0523,896.1783,154.7303,35.3958,353.0635,301.0621,52.0014,455.7923,87.3972,0.0975,0.0435,0.8391,16.1809,173.9451,353.0635,174.0664,178.9971,190.2473,352.9422,0.3938,0.251,0.3502,8.0905,182.0356,352.9462,93.3734,259.5727,101.4639,441.6083,0.4928,0.2731,0.1868,16.1809,173.9451,352.9888,321.1629,31.8259,337.3438,205.7711,0.2296,0.084,0.6211,0.3034,0.1629,0.4993,True
f5a64e9f-3878-49b5-9caf-55a1eb8a01de,9.9707,9.9707,overture_height,provided,,,gabled,,False,229.4484,20,0.0,0.93,52.34,235,pixel_centre,229.4484,757.8371,987.2855,91.7793,137.669,378.9739,274.4561,104.5178,366.2354,242.1868,0.2453,0.1128,0.6019,62.4881,166.9603,378.9739,180.4089,198.565,242.897,365.5253,0.3702,0.2399,0.3992,99.5904,129.858,378.9448,187.8383,191.1065,287.4287,320.9645,0.3251,0.1712,0.4724,229.4484,0.0,378.8632,378.8632,0.0,608.3116,0.0,0.0,0.0,1.0,0.2352,0.1309,0.6184,True
b3bc64be-3169-402e-a201-e407360ed655,11.7648,11.7648,overture_height,provided,,,gabled,,False,283.8799,21,0.0,2.06,28.17,284,pixel_centre,283.8799,799.837,1083.7169,0.0,283.8799,399.952,201.4227,198.5293,201.4227,482.4092,0.4451,0.207,0.2946,0.0,283.8799,400.0047,135.9656,264.0391,135.9656,547.919,0.5056,0.3054,0.1988,0.0,283.8799,399.885,200.8252,199.0598,200.8252,482.9397,0.4456,0.2743,0.2937,0.0,283.8799,399.885,213.9678,185.9172,213.9678,469.7971,0.4335,0.1972,0.3129,0.4575,0.246,0.275,True
580beb05-9059-4689-9234-a02f87022c0b,5.8645,5.8645,overture_height,provided,,,,,False,237.6118,22,0.0,1.67,21.43,238,pixel_centre,237.6118,362.3191,599.9309,144.7635,92.8483,181.1594,176.2285,4.931,320.992,97.7793,0.163,0.0733,0.7665,58.9038,178.708,181.1596,99.8319,81.3277,158.7357,260.0357,0.4334,0.3008,0.3791,53.9119,183.6999,181.1596,74.9108,106.2488,128.8228,289.9487,0.4833,0.3214,0.3076,114.8124,122.7994,181.1596,166.8871,14.2726,281.6995,137.0719,0.2285,0.0834,0.6727,0.3271,0.1947,0.5315,True
c3916165-c0a2-4c81-b989-99c43273b387,,2.7205,model_estimate,medium,0.365,,,,False,9.2316,23,0.0,0.82,40.0,10,pixel_centre,9.2316,34.111,43.3426,4.6158,4.6158,17.0555,15.9168,1.1387,20.5326,5.7545,0.1328,0.0506,0.7811,2.7695,6.4621,17.0555,2.6561,14.3994,5.4256,20.8615,0.4813,0.2535,0.2064,2.7695,6.4621,17.0555,11.1921,5.8634,13.9616,12.3256,0.2844,0.1878,0.5311,9.2316,0.0,17.0555,17.0555,0.0,26.2871,0.0,0.0,0.0,1.0,0.2246,0.123,0.6297,True
e9f34d19-128d-4640-b781-6aab55f1a023,11.5216,11.5216,overture_height,provided,,,gabled,,False,243.2765,24,0.0,2.53,20.16,243,pixel_centre,243.2765,766.5829,1009.8595,0.0,243.2765,383.1238,179.407,203.7168,179.407,446.9933,0.4426,0.1952,0.2864,0.0,243.2765,383.2866,81.4617,301.8248,81.4617,545.1014,0.5398,0.3161,0.13,0.0,243.2765,383.4592,41.0787,342.3805,41.0787,585.657,0.5799,0.3399,0.0655,3.0034,240.2731,383.4592,263.2885,120.1706,266.2919,360.4438,0.3569,0.1776,0.4249,0.4798,0.2572,0.2267,True
c9e09e31-3a60-4e1a-8410-41d4d6fe7e47,6.1863,6.1863,overture_height,provided,,,,,False,239.4348,25,0.0,2.47,5.83,240,pixel_centre,239.4348,384.4837,623.9185,10.9741,228.4607,192.1847,162.7728,29.4119,173.7469,257.8726,0.4133,0.1931,0.4025,4.9882,234.4465,192.2186,122.2092,70.0094,127.1974,304.456,0.488,0.3569,0.2947,10.9741,228.4607,192.299,86.0101,106.2889,96.9842,334.7496,0.5365,0.3562,0.2246,127.6985,111.7362,192.299,172.7185,19.5805,300.4171,131.3167,0.2105,0.0863,0.6958,0.4121,0.2481,0.4044,True
8e2a24b9-e38b-4064-9c92-ea31c9a0ea0c,11.7008,11.7008,overture_height,provided,,,gabled,,False,226.824,26,0.0,2.28,18.06,227,pixel_centre,226.824,775.1764,1002.0004,0.0,226.824,387.5221,142.6669,244.8552,142.6669,471.6792,0.4707,0.2191,0.2322,0.0,226.824,387.6163,70.148,317.4683,70.148,544.2923,0.5432,0.3049,0.1142,0.0,226.824,387.6544,48.1091,339.5452,48.1091,566.3692,0.5652,0.3245,0.0783,0.0,226.824,387.6544,86.4901,301.1642,86.4901,527.9882,0.5269,0.2592,0.1408,0.5265,0.2769,0.1414,True
83deb7d5-79dd-4b78-93aa-9a92d8e23819,11.8928,11.8928,overture_height,provided,,,gabled,,False,270.2908,27,0.0,2.09,28.25,269,pixel_centre,270.2908,846.6644,1116.9552,0.0,270.2908,422.0423,247.8979,174.1444,247.8979,444.4352,0.3979,0.1837,0.3581,0.0,270.2908,424.7346,110.1237,314.6109,110.1237,584.9017,0.5237,0.3103,0.1584,0.0,270.2908,424.6221,81.4598,343.1623,81.4598,613.4531,0.5492,0.3262,0.1172,0.0,270.2908,424.6221,108.4393,316.1827,108.4393,586.4735,0.5251,0.2384,0.156,0.499,0.2646,0.1974,True
a340495e-e29e-4d68-b053-56ebb65c4a4c,4.0892,4.0892,overture_height,provided,,,gabled,,False,23.2895,28,0.0,0.19,82.61,23,pixel_centre,23.2895,79.3919,102.6815,23.2895,0.0,39.7189,39.7189,0.0,63.0084,0.0,0.0,0.0,1.0,20.2517,3.0378,39.7189,36.0574,3.6614,56.3092,6.6992,0.0652,0.0411,0.8937,17.214,6.0755,39.6735,16.5075,23.166,33.7215,29.2415,0.2848,0.1465,0.5356,23.2895,0.0,39.6735,39.6735,0.0,62.963,0.0,0.0,0.0,1.0,0.0875,0.0469,0.8573,True
cd36390f-635c-43f6-911c-9cf1d4c23142,8.9253,8.9253,overture_height,provided,,,gabled,,False,190.0135,29,0.0,0.75,49.47,188,pixel_centre,190.0135,559.3768,749.3903,88.9425,101.071,279.7207,211.7203,68.0005,300.6627,169.0714,0.2256,0.0887,0.6401,16.1714,173.8421,279.7207,176.3969,103.3238,192.5682,277.1659,0.3699,0.248,0.41,10.1071,179.9064,279.7328,93.887,185.8458,103.9941,365.7521,0.4881,0.2923,0.2214,107.1353,82.8782,279.7328,273.7229,6.0099,380.8581,88.8881,0.1186,0.0417,0.8108,0.3005,0.1677,0.5205,True
76538f72-df0a-49b9-aa3c-885d9d673642,7.7853,7.7853,overture_height,provided,,,gabled,,False,182.823,30,0.0,0.81,53.19,188,pixel_centre,182.823,470.4669,653.2899,162.4013,20.4217,233.6812,232.0928,1.5885,394.4941,22.0102,0.0337,0.0148,0.9472,44.7333,138.0897,233.6812,108.8309,124.8503,153.5642,262.94,0.4025,0.2566,0.3687,43.7608,139.0622,233.7507,101.3941,132.3565,145.155,271.4187,0.4155,0.2574,0.3484,95.3014,87.5217,233.7507,193.3437,40.407,288.645,127.9287,0.1958,0.0921,0.6929,0.2619,0.1552,0.5893,True
1a6a6a4b-fdf6-45f5-a787-9f9035b4f32a,7.0955,7.0955,overture_height,provided,,,gabled,,False,154.0805,31,0.0,1.93,23.9,159,pixel_centre,154.0805,386.2,540.2805,2.9072,151.1733,181.8902,76.4775,105.4128,79.3847,256.5861,0.4749,0.1898,0.2363,2.9072,151.1733,196.7886,79.679,117.1096,82.5862,268.2829,0.4966,0.3225,0.2354,2.9072,151.1733,190.3126,62.1395,128.1731,65.0467,279.3464,0.517,0.3254,0.1889,81.401,72.6795,190.3126,132.8149,57.4976,214.216,130.1771,0.2409,0.0564,0.622,0.4324,0.2235,0.3206,True
12aa0790-1210-4575-a048-c291dfc05556,11.7904,11.7904,overture_height,provided,,,gabled,,False,280.2357,32,0.0,2.82,15.71,280,pixel_centre,280.2357,797.5161,1077.7518,0.0,280.2357,397.4782,121.6647,275.8135,121.6647,556.0492,0.5159,0.2309,0.1795,0.0,280.2357,397.3876,55.8165,341.5711,55.8165,621.8068,0.5769,0.3319,0.0824,0.0,280.2357,400.0379,35.7075,364.3304,35.7075,644.566,0.5981,0.3555,0.0525,0.0,280.2357,400.0379,75.6352,324.4027,75.6352,604.6384,0.561,0.2563,0.1112,0.563,0.2937,0.1064,True
382a68c0-20eb-486e-9685-207968083481,11.1247,11.1247,overture_height,provided,,,gabled,,False,225.8846,33,0.0,2.64,21.43,224,pixel_centre,225.8846,733.361,959.2455,0.0,225.8846,366.6567,153.7013,212.9554,153.7013,438.8399,0.4575,0.2055,0.2594,0.0,225.8846,366.4946,80.7475,285.7471,80.7475,511.6316,0.5334,0.3096,0.1363,0.0,225.8846,366.7043,39.8499,326.8544,39.8499,552.7389,0.5762,0.3347,0.0672,0.0,225.8846,366.7043,89.8946,276.8097,89.8946,502.6942,0.5241,0.2388,0.1517,0.5228,0.2722,0.1537,True
691dc9fa-f4fa-4183-8c36-53b668e9aca5,10.8175,10.8175,overture_height,provided,,,gabled,,False,214.5218,34,0.0,2.34,15.74,216,pixel_centre,214.5218,714.5426,929.0644,0.0,214.5218,357.2825,115.1697,242.1128,115.1697,456.6346,0.4915,0.2362,0.2014,0.0,214.5218,357.2825,92.4734,264.8091,92.4734,479.3308,0.5159,0.3025,0.1617,0.0,214.5218,357.1643,67.0742,290.0902,67.0742,504.6119,0.5431,0.3182,0.1173,0.0,214.5218,357.1643,153.1958,203.9685,153.1958,418.4903,0.4504,0.2045,0.268,0.5003,0.2654,0.1871,True
9cbce1e2-8a0a-4c90-82ca-4c8a9cfc9d28,5.9257,5.9257,overture_height,provided,,,,,False,245.9123,35,0.0,1.73,14.1,234,pixel_centre,245.9123,372.4805,618.3928,48.3417,197.5705,186.2404,114.5084,71.732,162.8501,269.3025,0.4355,0.19,0.3768,22.069,223.8432,186.2404,105.4421,80.7983,127.5111,304.6415,0.4926,0.3556,0.2951,21.0181,224.8941,186.2404,58.0435,128.1969,79.0616,353.091,0.571,0.3753,0.1829,62.0035,183.9087,186.2404,72.0727,114.1677,134.0762,298.0764,0.482,0.1988,0.3103,0.4953,0.2799,0.2913,True
3b76298b-2e13-4e4b-aab0-e0bf477a3a39,5.0447,5.0447,overture_height,provided,,,,,False,207.9682,36,0.0,1.8,21.43,210,pixel_centre,207.9682,314.6382,522.6064,39.613,168.3552,157.293,101.6306,55.6624,141.2436,224.0176,0.4287,0.1841,0.3867,26.7388,181.2294,157.293,94.3227,62.9703,121.0615,244.1997,0.4673,0.3376,0.3314,27.7291,180.2391,157.3489,31.8768,125.4721,59.6059,305.7112,0.585,0.3756,0.1632,32.6807,175.2874,157.3489,42.6895,114.6595,75.3702,289.9469,0.5548,0.2249,0.2063,0.5089,0.2806,0.2719,True
a35683ed-12f5-4466-81c8-e5c6336ffc9e,4.9798,4.9798,overture_height,provided,,,,,False,214.8716,37,0.0,2.54,14.8,223,pixel_centre,214.8716,301.8668,516.7384,31.7971,183.0744,150.9069,81.4772,69.4297,113.2743,252.5041,0.4886,0.1899,0.3097,18.3074,196.5641,150.9069,88.635,62.2719,106.9424,258.8361,0.5009,0.3734,0.2924,16.3803,198.4912,150.9621,22.6402,128.3219,39.0206,326.8132,0.6325,0.4087,0.1067,19.271,195.6006,150.9621,38.0882,112.8739,57.3592,308.4745,0.597,0.2016,0.1568,0.5547,0.2934,0.2164,True
93bbb9a5-6bbd-487c-9606-a963c118f09e,12.0465,12.0465,overture_height,provided,,,gabled,,False,340.7017,38,0.0,3.24,8.7,345,pixel_centre,340.7017,989.9584,1330.6601,0.0,340.7017,494.9308,97.3432,397.5876,97.3432,738.2893,0.5548,0.2341,0.1165,0.0,340.7017,494.9308,78.4401,416.4907,78.4401,757.1924,0.569,0.3378,0.0939,0.0,340.7017,494.9241,45.0832,449.8409,45.0832,790.5426,0.5941,0.3499,0.054,25.6761,315.0256,494.9241,372.5283,122.3959,398.2043,437.4215,0.3287,0.129,0.4765,0.5117,0.2627,0.1852,True
68a374a0-3e80-4415-a092-133ff4c9a7be,10.6767,10.6767,overture_height,provided,,,gabled,,False,216.5065,39,0.0,1.95,19.91,216,pixel_centre,216.5065,753.0657,969.5722,0.0,216.5065,375.4502,58.7552,316.695,58.7552,533.2015,0.5499,0.2256,0.0993,0.0,216.5065,375.4502,65.8603,309.5899,65.8603,526.0964,0.5426,0.3126,0.1113,0.0,216.5065,377.7187,83.0621,294.6566,83.0621,511.1631,0.5272,0.3098,0.1398,0.0,216.5065,377.7187,110.8683,266.8504,110.8683,483.3569,0.4985,0.2158,0.1866,0.5296,0.266,0.1342,True
21c4524b-73de-4893-a90a-276109c4d21c,13.8387,13.8387,overture_height,provided,,,gabled,,False,283.9711,40,0.0,2.05,26.15,283,pixel_centre,283.9711,1004.0877,1288.0588,0.0,283.9711,501.898,227.8103,274.0877,227.8103,558.0587,0.4333,0.2044,0.2899,0.0,283.9711,502.1309,118.9945,383.1364,118.9945,667.1074,0.5179,0.2988,0.1514,0.0,283.9711,502.1897,61.3562,440.8335,61.3562,724.8046,0.5627,0.3225,0.078,0.0,283.9711,502.1897,112.1834,390.0063,112.1834,673.9774,0.5233,0.2384,0.1427,0.5093,0.266,0.1655,True
3aec289f-3c84-4bc5-b3ba-33d9fc33247e,11.4192,11.4192,overture_height,provided,,,gabled,,False,206.2347,41,0.0,1.58,35.58,208,pixel_centre,206.2347,759.2065,965.4413,0.0,206.2347,379.5931,132.0155,247.5776,132.0155,453.8124,0.4701,0.2209,0.2253,0.0,206.2347,379.5931,100.7315,278.8616,100.7315,485.0964,0.5025,0.2907,0.1719,0.0,206.2347,379.7166,61.914,317.8026,61.914,524.0373,0.5428,0.3124,0.1057,0.0,206.2347,379.7166,121.3117,258.4049,121.3117,464.6396,0.4813,0.2116,0.207,0.4991,0.2589,0.1775,True
72685c6f-fa80-4e04-9d9b-13c110438d96,12.3409,12.3409,overture_height,provided,,,gabled,,False,302.5188,42,0.0,2.58,20.0,305,pixel_centre,302.5188,928.713,1231.2318,0.0,302.5188,464.4226,125.5043,338.9183,125.5043,641.4371,0.521,0.2517,0.1636,0.0,302.5188,464.4226,101.018,363.4045,101.018,665.9233,0.5409,0.3193,0.1317,0.0,302.5188,464.1595,46.8525,417.3071,46.8525,719.8259,0.5846,0.3412,0.0611,0.0,302.5188,464.2904,154.7763,309.5141,154.7763,612.0329,0.4971,0.2105,0.2018,0.5359,0.2807,0.1396,True
46e921f1-76f7-41c7-bf00-a5a3e9b526b5,6.2296,6.2296,overture_height,provided,,,,,False,281.8436,43,0.0,2.63,4.66,279,pixel_centre,281.8436,460.1205,741.9641,66.6727,215.1709,230.0634,171.3534,58.71,238.0261,273.8809,0.3691,0.171,0.465,19.1937,262.65,229.9985,101.1648,128.8337,120.3584,391.4836,0.5276,0.3634,0.2351,14.1427,267.7009,230.057,107.6155,122.4415,121.7582,390.1424,0.5258,0.3564,0.2379,32.3261,249.5175,230.057,126.5142,103.5428,158.8404,353.0603,0.4758,0.1754,0.3103,0.4746,0.2666,0.3121,True
